,ID,제목,가수,가사,predicted_emotion_mbert
22,36855841,Do or Die,임영웅,"함성이 번져 숨이 차올라이 밤의 주인공 쏟아진 Spotlight멈추지 마라 힘껏 외쳐봐우리 오늘 후회 없도록더 두려울 것이 없어 타오르는 너의 heart beat모두가 함께 미쳐 하늘로 높이 뛰어열정을 채워줄게 날 따라 함께하게Let’s Go, Go Baby나만 믿고 따라와 따라와너를 위해 난 노래할 거야심장소리 난리 나 난리 나Put your hands up in the airJust raise your hands미쳐 이 순간Tonight It's Do or DieTonight It's Do or Die세상을 뒤흔들어 봐 뛰어봐Move your body like It's Do or DieWoahWoahLike It's Do or DieWoahWoahLike It's Do or Die나사 하나 빠진 것처럼 막향기에 취해버린 것처럼 now오직 너만의 영웅이 되어모든 걱정을 다 막아줄게오늘 밤 우린 Party Time분위기를 전부 휘어잡아맘이 시키는 그대로 춤춰나만 믿고 따라와 따라와너를 위해 난 노래할 거야심장소리 난리 나 난리 나Put your hands up in the air[Hook]Just raise your hands미쳐 이 순간Tonight It's Do or DieTonight It's Do or Die세상을 뒤흔들어 봐 뛰어봐Move your body like It's Do or DieWoahWoahLike It's Do or DieWoahWoahLike It's Do or Die가슴 벅찬 이 순간 (Right Now)Let's turn upLet's get loud기억해 오늘 너와 나 (You and I)Let's get loudJust raise your hands미쳐 이 순간Tonight Let’s Do or DieTonight Let’s Do or Die세상을 뒤흔들어 봐 뛰어봐Move your body like It's do or dieWoahWoahLike It's Do or DieWoahWoah",부정
23,37064763,꿈,태연 (TAEYEON),화려한 도시를그리며 찾아왔네그곳은 춥고도 험한 곳여기저기 헤매다초라한 문턱에서뜨거운 눈물을 먹는다머나먼 길을 찾아 여기에꿈을 찾아 여기에괴롭고도 험한 이 길을 왔는데이 세상 어디가 숲인지어디가 늪인지그 누구도 말을 않네사람들은 저마다고향을 찾아가네나는 지금 홀로 남아서빌딩 속을 헤매다초라한 골목에서뜨거운 눈물을 먹는다저기 저 별은 나의 마음 알까나의 꿈을 알까괴로울 땐 슬픈 노래를 부른다슬퍼질 땐 차라리 나 홀로눈을 감고 싶어고향의 향기 들으면서저기 저 별은 나의 마음 알까나의 꿈을 알까괴로울 땐 슬픈 노래를 부른다이 세상 어디가 숲인지어디가 늪인지그 누구도 말을 않네슬퍼질 땐 차라리 나 홀로눈을 감고 싶어고향의 향기 들으면서고향의 향기 들으면서,긍정
24,35008524,다시 만날 수 있을까,임영웅,너를 위해 해 줄 것이 하나 없어서보낼 수밖에 없었고네가 없이 사는 법을 알지 못해서순간순간을 울었다후회로 가득한 한숨 자락이시린 바람처럼가슴 치는 날 그 언젠가우리 만날 수 있을까다시 만날 수 있을까그리 좋던 예전처럼 그때처럼되돌아갈 수 있을까다시 우리가 만나면무엇을 해야만 할까서로를 품에 안고서하염없이 눈물만 흘려볼까붙잡을 마음이야 없었겠냐마는그때 난 부끄러웠다떳떳하게 일어나 널 다시 찾아갈뜨거운 꿈만 꾸었다둘이 함께 했던 순간순간이시린 폭포처럼쏟아지는 날 그 언젠가우리 만날 수 있을까다시 만날 수 있을까그리 좋던 예전처럼 그때처럼되돌아갈 수 있을까다시 우리가 만나면무엇을 해야만 할까서로를 품에 안고서하염없이 눈물만 흘려볼까그리운 마음이 서럽게 흘러넘쳐너에게 닿을 때우리 만날 수 있을까다시 만날 수 있을까그리 좋던 예전처럼 그때처럼되돌아갈 수 있을까다시 우리가 만나면무엇을 해야만 할까서로를 품에 안고서하염없이 눈물만 흘려볼까,긍정
25,36617841,Seven (feat. Latto) - Clean Ver.,정국,"Weight of the world on your shouldersI kiss your waist and ease your mindI must be favored to know yaI take my hands and trace your linesIt’s the way that we can rideIt’s the way that we can rideThink I met you in another lifeSo break me off another timeYou wrap around meand you give me lifeAnd that’s why night after nightI’ll be lovin’ you rightMonday Tuesday WednesdayThursday Friday Saturday SundayMonday Tuesday WednesdayThursday FridaySeven days a weekEvery hour every minute every secondYou know night after nightI’ll be lovin’ you rightSeven days a weekYou love when I jump right inAll of me I’m offeringShow you what devotion isDeeper than the ocean isWind it back I’ll take it slowLeave you with that afterglowShow you what devotion isDeeper than the ocean isIt’s the way that we can rideIt’s the way that we can rideThink I met you in another lifeSo break me off another timeYou wrap around meand you give me lifeAnd that’s why night after nightI’ll be lovin’ you rightMonday Tuesday WednesdayThursday Friday Saturday SundayMonday Tuesday WednesdayThursday FridaySeven days a weekEvery hour every minute every secondYou know night after nightI’ll be lovin’ you rightSeven days a weekMonday Tuesday WednesdayThursday Friday Saturday SundayMonday Tuesday WednesdayThursday FridaySeven days a weekEvery hour every minute every secondYou know night after nightI’ll be lovin’ you rightSeven days a weekTightly take controlTightly take his soulTake your phoneand put it in the camera rollLeave them clothes at the doorWhat you waiting for,better come and hit ya goalsHe jump in it both feetGoing to the sun-up,we ain’t getting no sleepSeven days a week,seven different sheets, seven different anglesI can be your fantasyOpen up say ahhhCome here babylet me swallow your prideWhat you on I can match your vibeHit me up and I’mma Cha Cha SlideYou make Mondays feel like weekendsI make him never think about cheatin’Got you skipping work and meetings,let’s sleep inSeven days a weekMonday Tuesday WednesdayThursday Friday Saturday SundayMonday Tuesday WednesdayThursday FridaySeven days a weekEvery hour every minute every secondYou know night after nightI’ll be lovin’ you rightSeven days a weekMonday Tuesday WednesdayThursday Friday Saturday SundayMonday Tuesday WednesdayThursday FridaySeven days a weekEvery hour every minute every secondYou know night after nightI’ll be lovin’ you rightSeven days a week",부정
26,32508053,이제 나만 믿어요,임영웅,무얼 믿은 걸까 부족했던 내게서나조차 못 믿던 내게 여태 머문 사람무얼 봤던 걸까 가진 것도 없던 내게무작정 내 손을 잡아 날 이끈 사람최고였어그대 눈 속에 비친 내 모습이제는 내게서 그댈 비춰줄게궂은 비가 오면세상 가장 큰 그대 우산이 될게그댄 편히 걸어가요걷다가 지치면내가 그대를 안고 어디든 갈게이제 나만 믿어요나만 두고 가던나만 스쳐 간 행운이 모여그대가 되어서 내게 와준 거야궂은 비가 오면세상 가장 큰 그대 우산이 될게그댄 편히 걸어가요걷다가 지치면내가 그대를 안고 어디든 갈게이제 나만 믿어요나의 마지막 주인공이 되어다신 누구 앞에서도그대는 고개 숙이지 마요내가 보지 못했던 홀로 고단했던 시간고맙고 미안해요 사랑해요이 세상은우리를 두고 오랜 장난을 했고우린 속지 않은 거야이제 울지 마요좋을 땐 밤새도록 맘껏 웃어요전부 그대 꺼니까그대는 걱정 말아요이제 나만 믿어요,긍정
27,35008525,무지개,임영웅,오늘 하루 어땠었나요많이 힘들었나요쉬지 않고 달려왔던 길에서나와 함께 쉬어가요그냥 아무런 준비도 없이떠나볼까요평범해도 좋으니까우리 함께 가요Du Du Du Du Du행복 가득 담은 배낭 하나 메고서답답했던 일상과 도심을 벗어나Du Du Du DuDu Du Du Du떠나볼래요힘껏 살다 보니 무뎌져헝클어진 머리도괜찮다며 그댈 안아줄 사람바로 그대 곁에 있죠까만 선글라스 하나 챙겨서떠나볼까요평범해도 좋으니까우리 함께 가요Du Du Du Du Du행복 가득 담은 배낭 하나 메고서답답했던 일상과 도심을 벗어나Du Du Du DuDu Du Du Du떠나볼래요우리 함께 가요Du Du Du Du Du행복 가득 담은 배낭 하나 메고서답답했던 일상과 도심을 벗어나Du Du Du DuDu Du Du Du떠나볼래요우리 함께 가요Du Du Du Du DuDu Du Du DuDu Du Du Du떠나볼래요Du Du Du DuDu Du Du Du떠나볼래요Du Du Du DuDu Du Du Du지금 떠나요,긍정
28,36930793,MANIAC,VIVIZ (비비지),힘껏 내팽개친 Roses말론 안 통하지 역시 어쩜 이리 안 변해인정 같은 소린 됐고이쯤에서 끝내 Let go 인내심도 Out of space얼룩지는 Red carpet 그렇게 또 Fade away치워줘 Scarred face 끝까지 신경 쓰여 HuhThis love is maniac maniac maniacBut I can’t killin’ it killin’ it killin’ it사랑 말고 다른 말론 설명할 수 없는 멜로It’s maniac maniac maniac자극적 이끌림 잔인해진 Orbit지겨운 Love-phobic yeah그래 솔직하자 넌 지금 즐긴 거야얼음처럼 날 선 말 부서질 듯 던져 막심장을 푹 찌르고 또 Melted완벽하게 Cliche 웃기지도 않는 꼴갈피 없이 뒤집히는 Magnet답이 없는 Zero-sum game 뭐가 문제였던 건데결국 또 미뤄진 End 이것도 재주야 PerfectThis love is maniac maniac maniacBut I can’t killin’ it killin’ it killin’ it사랑 말고 다른 말론 설명할 수 없는 멜로It’s maniac maniacCrystal처럼 조각난 Lighting 그 아래 선 우린Living in a moment Bloody truth짓이겨져 물든 Rose 결국 벗어던진 Mask말해 What you wanna do Woo woo ahThis love is maniac maniac maniacAnd I’m okay with it okay with it okay with it끝내 너와 나마저도 이해할 수 없는 멜로It’s maniac maniac maniac화려한 이 Tragic 이거 사랑 맞지영원할 Scenery yeah그래 솔직하자 우리는 즐긴 거야Never everIt’s coming down It’s coming downIt’s coming downManiacYeah yeah woo woo woo,부정
29,35834583,London Boy,임영웅,"꿈에 그리던 그곳 난 여기 있어저 푸른 바다 위로 널 닮은 하늘I’m in London oh,I’m in London, yeah드넓은 공원 안에 널 담은 향기가는 모든 곳마다 난 네가 보여I’m in London,yeah, I’m in London, oh나지막한 소리가 들려와수많은 별들 사이 너에게Baby baby baby my baby세상 누구보다 널 사랑해모든 힘 다해 너를 불러Hold me tight baby,you’re my everything널 만나고 난 변했어세상 누구보다 널 사랑해모든 힘 다해 너를 불러I’m London, London BoyOh oh no no noLondon Boy yeah셰익스피어, 처칠, 비틀즈, 숀 코네리해리포터, 데이비드 베컴 모든 게 있어Baby You are my London Girl행복은 너와 함께 즐기는 거야내 모든 걸 다 줘도 아깝지 않아너는 내게, Oh그런 사람, Oh나지막한 소리가 들려와수많은 별들 사이 너에게Baby baby baby my baby세상 누구보다 널 사랑해모든 힘 다해 너를 불러Hold me tight baby,you’re my everything널 만나고 난 변했어세상 누구보다 널 사랑해모든 힘 다해 너를 불러I’m London, London Boy널 만나고 내가 변했다Oh, I’m London BoyBaby baby baby my baby세상 누구보다 널 사랑해모든 힘 다해 너를 불러Hold me tight baby,you’re my everything널 만나고 난 변했어세상 누구보다 널 사랑해모든 힘 다해 너를 불러I’m London, London BoyLa la la la la la la laLa la la la la la la laLa la la la la la la laI’m London, London BoyLa la la la la la la laLa la la la la la la laLa la la la la la la laLondon BoyLondon BoyLondon Boy",부정
30,35008527,아버지,임영웅,하얀 머리 뽑아 달라며한 개 백 원이라던그 시절 다 지나가고이젠 흰 눈만 남았네그렇게도 힘이 드냐며나를 위로하시다어느새 잠들어버린주름만 남은 내 아버지세상이 아무리 힘들어도당신 있으면 견딜 것 같아오래오래 날 지키며그냥 곁에만 있어 주세요활짝 웃는 모습이 어린애 같아 보여도아프다 말도 못 하는 사람이제는 내가 지켜줄게어린아이로 돌아가 버린사랑하는 내 아버지오래오래 날 지키며그냥 곁에만 있어 주세요활짝 웃는 모습이어린애 같아 보여도아프다 말도 못 하는 사람이제는 내가 지켜줄게어린아이로 돌아가 버린사랑하는 내 아버지사랑해요 내 아버지,긍정
31,36356993,I AM,IVE (아이브),"다른 문을 열어 따라 갈 필요는 없어넌 너의 길로 난 나의 길로 음하루하루마다 색이 달라진 느낌밝게 빛이 나는 길을 찾아I’m on my way 넌 그냥 믿으면 돼I’m on my way 보이는 그대로야너는 누군가의 Dreams come true제일 좋은 어느 날의 데자뷰머물고픈 어딘가의 낯선 뷰I’ll be far awayThat’s myLife is 아름다운 갤럭시Be a writer, 장르로는 판타지내일 내게 열리는 건 big big 스테이지So that is who I amLook at meLook at meLook at menow어제랑 또 다른 짜릿한 나두려운 모든 게 설레이게I’m in sky high, OMG사소한 건 다 아득해져 와Look at me nowLook at me nowI’m on fireI’m on my way 넌 그냥 믿으면 돼I’m on my way 보이는 그대로야너는 누군가의 Dreams come true제일 좋은 어느 날의 데자뷰머물고픈 어딘가의 낯선 뷰I’ll be far awayThat’s myLife is 아름다운 갤럭시Be a writer, 장르로는 판타지내일 내게 열리는 건 big big 스테이지So that is who I am어느 깊은 밤 길을 잃어도차라리 날아올라 그럼 네가지나가는 대로 길이거든1, 2, 31, 2, 31, 2, 3Fly upI hope you’d be someone’sdreams come true제일 좋은 어느 날의 데자뷰머물고픈 어딘가의 낯선 뷰I’ll be far awayThat’s myLife is 아름다운 갤럭시Be a writer, 장르로는 판타지내일 내게 열리는 건 big big 스테이지So that is who I am",부정
32,35834584,Polaroid,임영웅,"별들이 짙던 밤 하늘에 약속한 고백아직도 맘에당연하듯 남아 있어요어제 일같이 선명하네요가슴 저리는 게 사랑이 아니라그 누가 뭐라던가, 오심장이 뛰는데 아프게 뛰는데이게 사랑인 거야운명 같은 밤 너를 만나영원하자고 외쳤던 그 밤네가 날 잊어도난 널 꺼내 볼 테니까 언제나내 맘속 사진첩 한 켠엔 그대가 있지참 행복했지 때론 아픈 날이 있어도버릴 수 없는 추억이 됐지가슴 저리는 게 사랑이 아니라그 누가 뭐라던가, 오심장이 뛰는데 아프게 뛰는데이게 사랑인 거야운명 같은 밤 너를 만나영원하자고 외쳤던 그 밤네가 날 잊어도난 널 꺼내 볼 테니까 언제나우~ 예~우~네가 날 잊어도난 널 꺼내 볼 테니까 언제나한 장씩 널 기억하며 보낼게우리 모든 순간 가슴 떨리던 날모든 날이 따스하게 감싸준널 사랑했다운명 같은 밤 너를 만나셀 수 없이 많은 날 함께 했지사랑했어요 아주 많이사진첩 속의 그대여영원히 기억할게 시간이 지나도언제나",긍정
33,35008534,인생찬가,임영웅,꿈처럼 지나간 시간나는 무얼 찾고 싶었나지도도 없이 걸어온 삶을후회하진 않으리떠난 어제는 떠날 오늘로남겨지기도 하지나의 친구여 나의 형제여내 이름 불러주오미안하다 나의 인생아앞만 보며 살아왔구나찬란한 순간이여 영원하라내일은 처음 가는 길언제나처럼 또 두려워버들강아지 활짝 웃는 날후회하지 않으리비가 내리면 노래하리눈이 내려도 좋아나의 친구여 나의 형제여내 이름 불러 주오미안하다 나의 인생아앞만 보며 살아왔구나찬란한 순간이여 영원하라영원한 순간이여 찬란하라,긍정
34,35008528,A bientot,임영웅,A bientotA bientot이 밤이 지나면 괜찮아질 수 있을까쓰린 내 맘이 회복될 수가 있을까네가 떠난 빈자리가 너무 크니까그 공허함에 깔려 겨우 살고 있잖아기억은 잔인하고 후유증은 지독해겨우 잠을 이뤄도 꿈자리는 뒤숭숭해마음의 반을 도려내 버리고 난 후에너라는 감옥에서 풀려날 수 있었네38도 탕 안처럼 포근한그날의 온도는 아직도 나의 가슴에깊게 뿌리내려 뻗어 미련이란 놈은공기처럼 내 마음을 드나드네넌 빌런이자 하나님이야셀 수 없는 많은 노래를잉태하고 부숴버렸네널 향해 나는 기도해널 향해 나는 기도해A bientotA bientot인생은 너무 외로워너에게 전화를 거네요A bientotA bientot인생은 너무 외로워너에게 전화를 거네요이럼 안되지만그때 우린 뜨거운 용암처럼 사랑했네너의 영은 열이 되어 내 몸에 있네가열된 너의 온기가 아직도 식질 않네늦은 새벽 눈물로 가득 찬 내 베개사진에 찍혀 있던 우리들의 손가락추억이 되어 흘러내리는 그 손가락우리의 추억들이 나는 너무 좋았지라디오에서 소개된 사연들처럼난 요새Young Thug Pick Up The Phone꽂혀있어너는 어떤 노래를 듣는지 궁금해아직도 힙합을 듣고 있어힙합을 듣고 있다면 언젠가이 노래도 들을 수 있을까넌 나에게 음악 그 이상의 존재였어서로를 이해하는 법 몰랐었던 우리들서툶 때문에 상처를 주고받곤 했잖아함께 나눈 감정들 너무 달달했기에다시 예전으로 발걸음을 돌려보려 해도A bientotA bientot인생은 너무 외로워너에게 전화를 거네요A bientotA bientot인생은 너무 외로워너에게 전화를 거네요이럼 안되지만인생이 너무 외로워허공에 말을 걸지만그건 단조로운 리듬이 돼그건 단조로운 리듬이 돼마음이 너무 외로워허공에 말을 걸지만그건 단조로운 리듬이 돼그건 단조로운 리듬이 돼그건 단조로운 리듬이그건 단조로운 리듬이 되고 있네A bientotA bientot이제는 너를 잊을게 잊을게A bientot,부정
35,36717264,Get A Guitar,RIIZE,If you want somethingto play with get a guitar너와 내 느낌대로Make it 시작해 봐발 박자를 맞추고손은 Snapping likeone two five모두 집중해 줘When I play the guitarCause I know you knowOoh baby oohI love it 너와 맞추는 눈Ooh baby oohI love it 너와 맞추는 춤Rhythm 속에 그려보는 햇살가득 담은 꿈 In my heartTell me whileYou play me like dun dun dunStill I love it 너와 맞추는 눈Baby dun dun dunStill I love it 너와 맞추는 춤Get get get get a guitarGet get get get a guitarGet get get get a guitarGet get get get a guitarIf you want somethingto play with get a guitar가볍게 툭어깨에 메고 시작해 봐불타오를 Love and youth외치는 순간 Feel the vibe맘이 가는 대로Play it get a guitarCause I know you knowOoh baby oohI love it 너와 맞추는 눈Ooh baby oohI love it 너와 맞추는 춤Rhythm 속에 그려보는 햇살가득 담은 꿈 In my heartTell me whileYou play me like dun dun dunStill I love it 너와 맞추는 눈Baby dun dun dunStill I love it 너와 맞추는 춤Ooh baby oohI love it 너와 맞추는 눈Ooh baby oohI love it 너와 맞추는 춤네가 원하던 그 순간다른 생각들은 다 벗어나Tell me whileYou play me like dun dun dunStill I love it 너와 맞추는 눈Baby dun dun dunStill I love it 너와 맞추는 춤Get get get get a guitarGet get get get a guitarGet get get get a guitarGet get get get a guitarGet get get get a guitar,부정
36,4446485,너의 모든 순간,성시경,이윽고 내가 한눈에너를 알아봤을 때모든 건 분명 달라지고 있었어내 세상은 널 알기 전과 후로 나뉘어니가 숨 쉬면 따스한 바람이 불어와니가 웃으면 눈부신 햇살이 비춰거기 있어줘서 그게 너라서가끔 내 어깨에 가만히 기대주어서나는 있잖아 정말 빈틈없이 행복해너를 따라서 시간은 흐르고 멈춰물끄러미 너를 들여다 보곤 해그것 말고는 아무것도 할 수 없어서너의 모든 순간 그게나였으면 좋겠다생각만 해도 가슴이 차올라나는 온통 너로보고 있으면 왠지 꿈처럼 아득한 것몇 광년 동안 날 향해 날아온 별빛또 지금의 너거기 있어줘서 그게 너라서가끔 나에게 조용하게 안겨주어서나는 있잖아 정말 남김없이 고마워너를 따라서 시간은 흐르고 멈춰물끄러미 너를 들여다보곤 해너를 보는 게 나에게는 사랑이니까너의 모든 순간 그게나였으면 좋겠다생각만 해도 가슴이 차올라나는 온통 너로니 모든 순간 나였으면,긍정
37,36713849,Love Lee,AKMU (악뮤),You know내 스타일이 아닌 음악을 들어도You know좋아하지 않는 음식을 먹어도우산 없이 비가 와 홀딱 다 젖어도 좋아I love it because I love you우리 관계 디비디비딥매일 봐도 처음같이 비기비기닝춤추고 싶어 빌리빌리진우리 앞 우리 옆 시기시기질투자유로운 날갯짓 훨훨훨꽃송이가 나를 삼킬 걸알면서 난 뛰어들었어Jump j-j-jump jump jump jumpSo lovely day so lovelyErrday with you so lovelyDu durudu durudu du duruduSpell L.o.v.e.L.e.e이름만 불러도 you can feel me눈빛만 봐도 알면서 my loveYou know아끼는 옷에 coffee를 쏟아도You know내가 준 목걸이를 잃어버려도한 번 더 같은 것 사준 걸 다시 또 잃어도 좋아I don't care I just care about you여기 어때 how you like that다 퍼주고 될게 빈털터리Jubilate 박수갈채안 반하고 누가 배겨 love sick비타민 U가 필요해만들어줘 샛노랗게체크무늬 벌집 두 눈에Honey help honey helpSo lovely day so lovelyErrday with you so lovelyDu durudu durudu du duruduSpell L.o.v.e.L.e.e이름만 불러도 you can feel me눈빛만 봐도 알면서 my love누구 사랑 먹고 그리 이쁘게 컸니Mommy or your daddy or them bothLovey-dovey things 너의 곁에 everydayGood morning good night너의 이름 부를 때So lovely day so lovelyErrday with you so lovelyDu durudu durudu du duruduSpell L.o.v.e.L.e.e이름만 불러도 you can feel me눈빛만 봐도 알면서 my love,부정
38,36871671,Baddie,IVE (아이브),Imma baddie baddie baddiePretty little risky baddie뭐든 될 대로 되라지 Catch me if you canBaddie baddie baddie나는 없어 거기 이미어차피 못 찾을 테니 Catch me if you canNothing like the regulars내 DNA엔 blue blood runs더 솔직하게 말해줘 착한 척은 지겨워우리 앞에선 룰이의미 없었어 굳이유행이 돌고 돌아도 난 그 틀에 없어 이미I wanna break I wanna kick뛰어 놀래 시끄럽게다채로운 매력 수많은 변칙 위에 더 빛을 발하지답답한 건 벗어 던져고개 숙일 필요 없어Imma baddie baddie baddiePretty little risky baddie뭐든 될 대로 되라지 Catch me if you canBaddie baddie baddie나는 없어 거기 이미어차피 못 찾을 테니 Catch me if you canAnd the fit pop like bubblegum내 판단을 믿어 난할말도 많아 참모자이크 없이 Spit it out난 즐겨 이 troublesome그 누구도 Can’t bite me원한다면 Come try me언제든 You’re invited난 thriller 속 villain생각할 시간에 저지르는 게 my mottoImma baddie baddie baddiePretty little risky baddie뭐든 될 대로 되라지 Catch me if you canBaddie baddie baddie앞 다퉈 내 길을 막지가뿐히 날아 오를 테니 Catch me if you canImma baddie baddie baddie어딜 그리 바삐 가니뭐든 될 대로 되라지 Catch me if you canBaddie baddie baddie나는 없어 거기 이미어차피 못 찾을 테니 Catch me if you canImma baddie baddie baddie어딜 그리 바삐 가니뭐든 될 대로 되라지 Catch me if you canBaddie baddie baddie나는 없어 거기 이미어차피 못 찾을 테니 Catch me if you can,부정
39,35008532,연애편지,임영웅,노을에 물든 저녁 하늘이오랜만에 참 좋은 저녁입니다문득 떠오른 그대 생각에나지막이 이름을 불러봅니다나도 몰래 꺼내 본 낡은 수첩엔그대가 너무도 많아차마 그립단 말 대신꽃잎을 넣어 보내며하얀 종이에 하지 못한 말아직 그댄 내 고운 사랑입니다외로이 스쳐 창을 흔드는바람 소리 쓸쓸한 시간입니다어둠 만들고 초를 태우며나지막이 그대를 불러봅니다나도 몰래 꺼내 본 낡은 사진엔그대가 너무도 많아차마 그립단 말 대신바라본 밤하늘에는아스라이 먼 작은 별 하나외로이 홀로 남아 깜박입니다그대를 닮은 작은 별 하나외로이 홀로 남아 깜박입니다그대 고운 이름은 사랑입니다,긍정
40,36616378,사막에서 꽃을 피우듯,우디 (Woody),아침에 눈 뜨는 게 너무 행복해졌어널 사랑한다 말할 수 있어서 하늘에 감사해⠀네 번의 계절을 너와 함께할게평생토록 더 오래도록 더 영원토록⠀음악처럼 꿈처럼매일 새롭게 사랑을 주고 싶어지금처럼 곁에 있어 주기를 언제나⠀사막에서 꽃을 피우듯 널 만난 건 기적인 걸설렘이 사라지더라도 이 사랑을 지켜줄게⠀허물없이 지내다가도힘든 날엔 말없이 기댈 수 있게언제나 네 곁에 내가 서 있을게⠀한 걸음 한 걸음어둡지 않게 내가 널 비춰줄게지금처럼 곁에 있어 주면 돼 언제나⠀사막에서 꽃을 피우듯 널 만난 건 기적인 걸설렘이 사라지더라도 이 사랑을 지켜줄게⠀허물없이 지내다가도힘든 날엔 말없이 기댈 수 있게언제나 네 곁에 내가 서 있을게⠀너와 함께하는 이 시간이조금만 더 천천히 흘러가길⠀어떤 날엔 웃게 해 줄게좋은 날엔 더 안아줄게슬픈 날엔 그냥 울어도 돼내가 더 노력할게⠀허물없이 지내다가도힘든 날엔 말없이 기댈 수 있게언제나 네 곁에 내가 서 있을게⠀언제나 네 곁에 있을게,긍정
41,30232719,예뻤어,DAY6 (데이식스),지금 이 말이우리가 다시시작하자는 건 아냐그저 너의남아있던 기억들이떠올랐을 뿐이야정말 하루도 빠짐없이 너는사랑한다 말해줬었지잠들기 전에 또눈 뜨자마자 말해주던 너생각이 나 말해보는 거야예뻤어날 바라봐 주던 그 눈빛날 불러주던 그 목소리다 다그 모든 게 내겐예뻤어더 바랄게 없는듯한 느낌오직 너만이 주던 순간들다 다지났지만넌 너무 예뻤어너도 이제는나와의 기억이추억이 되었을 거야너에게는어떤 말을 해도 다지나간 일일 거야정말 한번도 빠짐없이 너는나를 먼저 생각해줬어아무 일 아니어도미안해 고마워 해주던 너생각이 나 말해보는 거야예뻤어날 바라봐 주던 그 눈빛날 불러주던 그 목소리다 다그 모든 게 내겐예뻤어더 바랄게 없는듯한 느낌오직 너만이 주던 순간들다 다지났지만넌 너무 예뻤어아직도 가끔 네 생각이 나어렵게 전화를 걸어볼까생각이 들 때도 많지만Baby I know it's already over아무리 원해도 너는 이제이미 끝나버린 지난날의한편의 영화였었단 걸난 알아마지막날 바라봐 주던 그 눈빛잘 지내라던 그 목소리다 다그마저도 내겐예뻤어내게 보여준 눈물까지너와 가졌던 순간들은다 다지났지만넌 너무 예뻤어,긍정
42,36595401,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,마음을 다 보여줬던 너와는 다르게지난 사랑에 겁을 잔뜩 먹은나는 뒷걸음질만 쳤다너는 다가오려 했지만분명 언젠가 떠나갈 것이라 생각해도망치기만 했다같이 구름 걸터앉은 나무 바라보며잔디밭에 누워한 쪽 귀로만 듣던 달콤한 노래들이쓰디쓴 아픔이 되어다시 돌아올 것만 같아분명 언젠가 다시 스칠 날 있겠지만모른 척 지나가겠지최선을 다한 넌 받아들이겠지만서툴렀던 난아직도 기적을 꿈꾼다눈 마주치며 그땐 미안했었다고용서해달라고 얘기하는 날그때까지 잘 지내자 우리 우리지금 생각해보면 그까짓 두려움내가 바보 같았지 하며솔직해질 자신 있으니돌아오기만 하면 좋겠다분명 언젠가 다시 스칠 날 있겠지만모른 척 지나가겠지최선을 다한 넌 받아들이겠지만서툴렀던 난아직도 기적을 꿈꾼다눈 마주치며 그땐 미안했었다고용서해달라고 얘기하는 날그때까지 잘 지내자 우리 우리눈 마주치며 그땐 미안했다고용서해달라고 이야기 하는 날그때까지잘 지내자우리,부정
43,36852553,You & Me,제니 (JENNIE),"You know I gotchaYou know that I got you like thatAin’t nobody gonna have your backlike the way I doYou love it just say you doYou know you got meEverything you doEverything you didEverything I wish I was withMakes me feel alrightI’m just saying soI really like itNothing in the world can make me feel the way you do the things you doI really like itNothing in the world can make me feel the way you do the things you doI love you and meDancing in the moonlightNobody can seeIt’s just you and me tonightI love you and meDancing in the moonlightNobody can seeIt’s just you and me tonightLook at you now look at meHow you ever ever gonna find someone like thisLook at you now look at meHow you ever ever gonna find someone like thisYou’re the reason my heart skips dropsJust a little touch my world stopsFinally I know that you’re mineI don’t want to fallDon’t wanna play this game of love oh eh ohThere’s nowhere to hideI really like itNothing in the world can make me feel the way you do the things you doI really like itNothing in the world can make me feel the way you do the things you doI love you and meDancing in the moonlightNobody can seeIt’s just you and me tonightI love you and meDancing in the moonlightNobody can seeIt’s just you and me tonightLook at you now look at meHow you ever ever gonna find someone like thisLook at you now look at meHow you ever ever gonna find someone like thisI don’t care about your first love,This should be your last oneNothin’ like your last oneYou look better on me, that’s fashionWon’t block your shot, lights camera actionNever been a love me or a love me not thingEvery petal better tell him better not changeI love you I love me a lot, waitWhich one I love better, better off not sayingI love you and me",부정
